id;data_inversa;dia_semana;horario;uf;municipio;ITEM;GRUPO_ITEM;Primeira_Doação;idade;sexo;QTD;TIPO_ONG;ID_ONG
618843;03/08/2025;sábado;20:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;38;Masculino;2;ONG;5,07877E+13
618843;03/08/2025;sábado;20:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;23;Feminino;50;ONG;5,07877E+13
618843;03/08/2025;sábado;20:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;50;Feminino;49;ONG;5,07877E+13
618843;03/08/2025;sábado;20:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;15;Masculino;47;ONG;5,07877E+13
618843;03/08/2025;sábado;20:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;29;Masculino;48;ONG;5,07877E+13
618843;03/08/2025;sábado;20:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;34;Masculino;21;ONG;5,07877E+13
618843;03/08/2025;sábado;20:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;58;Masculino;49;ONG;5,07877E+13
618845;03/08/2025;sábado;19:40:00;SP;SAO PAULO;Cobertos;Itens de Casa;Sim;15;Feminino;26;ONG;5,07877E+13
618845;03/08/2025;sábado;19:40:00;SP;SAO PAULO;Cobertos;Itens de Casa;Sim;22;Feminino;24;ONG;5,07877E+13
618845;03/08/2025;sábado;19:40:00;SP;SAO PAULO;Cobertos;Itens de Casa;Sim;31;Masculino;17;ONG;5,07877E+13
618845;03/08/2025;sábado;19:40:00;SP;SAO PAULO;Cobertos;Itens de Casa;Sim;49;Masculino;2;ONG;5,07877E+13
618845;03/08/2025;sábado;19:40:00;SP;SAO PAULO;Cobertos;Itens de Casa;Sim;33;Masculino;3;ONG;5,07877E+13
618845;03/08/2025;sábado;19:40:00;SP;SAO PAULO;Cobertos;Itens de Casa;Sim;57;Masculino;47;ONG;5,07877E+13
618845;03/08/2025;sábado;19:40:00;SP;SAO PAULO;Cobertos;Itens de Casa;Sim;37;Masculino;32;ONG;5,07877E+13
618845;03/08/2025;sábado;19:40:00;SP;SAO PAULO;Cobertos;Itens de Casa;Sim;41;Feminino;13;ONG;5,07877E+13
618884;03/08/2025;sábado;21:40:00;SP;GUARULHOS;Sabonete;Higiene;Sim;56;Masculino;7;ONG;1,20784E+13
618884;03/08/2025;sábado;21:40:00;SP;GUARULHOS;Sabonete;Higiene;Sim;30;Feminino;1;ONG;1,20784E+13
618884;03/08/2025;sábado;21:40:00;SP;GUARULHOS;Sabonete;Higiene;Sim;29;Masculino;5;ONG;1,20784E+13
618936;04/08/2025;domingo;03:40:00;SP;GUAICARA;Água;Alimentação;Não;72;Masculino;28;ONG;5,57565E+13
618936;04/08/2025;domingo;03:40:00;SP;GUAICARA;Água;Alimentação;Não;18;Feminino;12;ONG;5,57565E+13
618940;04/08/2025;domingo;04:40:00;SP;EMBU DAS ARTES;Sabonete;Higiene;Sim;52;Masculino;21;ONG;4,68773E+13
618944;04/08/2025;domingo;05:05:00;SP;APARECIDA;Papel Higiênico;Higiene;Não;73;Masculino;21;ONG;4,39986E+13
618944;04/08/2025;domingo;05:05:00;SP;APARECIDA;Papel Higiênico;Higiene;Não;74;Masculino;21;ONG;4,39986E+13
618968;04/08/2025;domingo;05:30:00;SP;SAO LOURENCO DA SERRA;Camisa Manga Longa;Roupa;Não;49;Masculino;12;ONG;33766000172
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;29;Masculino;16;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;57;Masculino;40;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;60;Masculino;28;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;51;Masculino;2;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;65;Masculino;3;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;45;Masculino;28;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;21;Masculino;19;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;38;Masculino;38;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;55;Masculino;37;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;72;Masculino;38;ONG;4,17847E+12
618971;04/08/2025;domingo;07:50:00;SP;ATIBAIA;Papel Higiênico;Higiene;Não;75;Masculino;4;ONG;4,17847E+12
618977;04/08/2025;domingo;08:10:00;SP;EMBU DAS ARTES;Não Pereciveis;Alimentação;Não;25;Masculino;28;ONG;4,68773E+13
618992;04/08/2025;domingo;09:30:00;SP;CAJATI;Camisa Polo;Roupa;Não;17;Masculino;3;ONG;3,64319E+12
618996;04/08/2025;domingo;10:50:00;SP;APARECIDA;Não Pereciveis;Alimentação;Sim;18;Masculino;15;ONG;4,39986E+13
618996;04/08/2025;domingo;10:50:00;SP;APARECIDA;Não Pereciveis;Alimentação;Sim;71;Masculino;19;ONG;4,39986E+13
619034;04/08/2025;domingo;12:00:00;SP;CAJATI;Escova de Dentes Adulto;Objetos;Não;38;Feminino;3;ONG;3,64319E+12
619042;04/08/2025;domingo;12:10:00;SP;GUARATINGUETA;Papel Higiênico;Higiene;Não;59;Masculino;13;ONG;5,45371E+13
619044;04/08/2025;domingo;16:19:00;SP;ITAPECERICA DA SERRA;Cobertos;Itens de Casa;Sim;45;Masculino;18;ONG;6,10041E+13
619044;04/08/2025;domingo;16:19:00;SP;ITAPECERICA DA SERRA;Cobertos;Itens de Casa;Sim;68;Masculino;36;ONG;6,10041E+13
619044;04/08/2025;domingo;16:19:00;SP;ITAPECERICA DA SERRA;Cobertos;Itens de Casa;Sim;55;Feminino;22;ONG;6,10041E+13
619044;04/08/2025;domingo;16:19:00;SP;ITAPECERICA DA SERRA;Cobertos;Itens de Casa;Sim;47;Masculino;9;ONG;6,10041E+13
619094;04/08/2025;domingo;20:30:00;SP;UBATUBA;Escova de Dentes Adulto;Objetos;Sim;16;Masculino;31;ONG;7,17262E+12
619155;05/08/2025;segunda-feira;00:40:00;SP;UBATUBA;Papel Higiênico;Higiene;Não;58;Feminino;50;ONG;7,17262E+12
619165;05/08/2025;segunda-feira;03:15:00;SP;TAUBATE;Camisa Manga Longa;Roupa;Sim;33;Masculino;40;ONG;5,43387E+13
619165;05/08/2025;segunda-feira;03:15:00;SP;TAUBATE;Camisa Manga Longa;Roupa;Sim;67;Masculino;12;ONG;5,43387E+13
619165;05/08/2025;segunda-feira;03:15:00;SP;TAUBATE;Camisa Manga Longa;Roupa;Sim;75;Feminino;10;ONG;5,43387E+13
619170;05/08/2025;segunda-feira;04:10:00;SP;SANTA ISABEL;Escova de Dentes Adulto;Objetos;Não;53;Masculino;18;ONG;1,89857E+13
619202;05/08/2025;segunda-feira;08:00:00;SP;SAO JOSE DOS CAMPOS;Não Pereciveis;Alimentação;Não;33;Feminino;42;ONG;3,39156E+13
619202;05/08/2025;segunda-feira;08:00:00;SP;SAO JOSE DOS CAMPOS;Não Pereciveis;Alimentação;Não;28;Feminino;9;ONG;3,39156E+13
619206;05/08/2025;segunda-feira;07:40:00;SP;EMBU DAS ARTES;Não Pereciveis;Alimentação;Sim;60;Feminino;13;ONG;4,68773E+13
619212;05/08/2025;segunda-feira;07:50:00;SP;SAO JOSE DO RIO PRETO;Camisa Manga Longa;Roupa;Sim;74;Masculino;2;ONG;3,58934E+12
619212;05/08/2025;segunda-feira;07:50:00;SP;SAO JOSE DO RIO PRETO;Camisa Manga Longa;Roupa;Sim;68;Feminino;25;ONG;3,58934E+12
619229;05/08/2025;segunda-feira;09:06:00;SP;SAO JOSE DO RIO PRETO;Fralda;Higiene;Sim;71;Masculino;36;ONG;3,58934E+12
619244;05/08/2025;segunda-feira;10:10:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;31;Masculino;5;ONG;1,20784E+13
619244;05/08/2025;segunda-feira;10:10:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;38;Masculino;2;ONG;1,20784E+13
619255;30/05/2025;quinta-feira;02:15:00;SP;LORENA;Camisa Manga Longa;Roupa;Não;75;Masculino;24;ONG;7,44741E+12
619255;30/05/2025;quinta-feira;02:15:00;SP;LORENA;Camisa Manga Longa;Roupa;Não;32;Feminino;9;ONG;7,44741E+12
619255;30/05/2025;quinta-feira;02:15:00;SP;LORENA;Camisa Manga Longa;Roupa;Não;25;Feminino;21;ONG;7,44741E+12
619264;05/08/2025;segunda-feira;12:40:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;32;Masculino;46;ONG;1,20784E+13
619264;05/08/2025;segunda-feira;12:40:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;52;Masculino;36;ONG;1,20784E+13
619264;05/08/2025;segunda-feira;12:40:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;61;Masculino;34;ONG;1,20784E+13
619266;27/07/2025;sábado;19:50:00;SP;SANTA ISABEL;Camisa Manga Longa;Roupa;Não;15;Masculino;28;ONG;1,89857E+13
619266;27/07/2025;sábado;19:50:00;SP;SANTA ISABEL;Camisa Manga Longa;Roupa;Não;72;Feminino;23;ONG;1,89857E+13
619317;05/08/2025;segunda-feira;18:20:00;SP;SAO JOSE DO RIO PRETO;Não Pereciveis;Alimentação;Sim;66;Feminino;45;ONG;3,58934E+12
619317;05/08/2025;segunda-feira;18:20:00;SP;SAO JOSE DO RIO PRETO;Não Pereciveis;Alimentação;Sim;34;Masculino;25;ONG;3,58934E+12
619319;05/08/2025;segunda-feira;17:15:00;SP;LORENA;Camisa Manga Longa;Roupa;Não;20;Masculino;37;ONG;7,44741E+12
619319;05/08/2025;segunda-feira;17:15:00;SP;LORENA;Camisa Manga Longa;Roupa;Não;36;Feminino;10;ONG;7,44741E+12
619374;05/08/2025;segunda-feira;23:00:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Não;41;Masculino;38;ONG;1,20784E+13
619374;05/08/2025;segunda-feira;23:00:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Não;23;Masculino;22;ONG;1,20784E+13
619380;06/08/2025;terça-feira;02:30:00;SP;ROSEIRA;Papel Higiênico;Higiene;Não;61;Feminino;13;ONG;8,92139E+11
619420;06/08/2025;terça-feira;09:45:00;SP;ARUJA;Camisa Manga Longa;Roupa;Não;72;Masculino;40;ONG;2,69623E+13
619420;06/08/2025;terça-feira;09:45:00;SP;ARUJA;Camisa Manga Longa;Roupa;Não;73;Masculino;20;ONG;2,69623E+13
619420;06/08/2025;terça-feira;09:45:00;SP;ARUJA;Camisa Manga Longa;Roupa;Não;51;Masculino;28;ONG;2,69623E+13
619425;06/08/2025;terça-feira;08:45:00;SP;CACAPAVA;Camisa Manga Longa;Roupa;Sim;49;Masculino;4;ONG;8,37931E+12
619433;06/08/2025;terça-feira;10:15:00;SP;ONDA VERDE;Escova de Dentes Adulto;Objetos;Não;74;Masculino;3;ONG;4,08847E+12
619445;06/08/2025;terça-feira;12:25:00;SP;SANTA ISABEL;Fralda;Higiene;Sim;61;Masculino;22;ONG;1,89857E+13
619561;06/08/2025;terça-feira;22:30:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Não;21;Masculino;6;ONG;1,20784E+13
619561;06/08/2025;terça-feira;22:30:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Não;17;Masculino;43;ONG;1,20784E+13
619576;14/03/2025;quinta-feira;22:20:00;SP;SAO JOSE DO RIO PRETO;Sabonete;Higiene;Sim;74;Feminino;42;ONG;3,58934E+12
619576;14/03/2025;quinta-feira;22:20:00;SP;SAO JOSE DO RIO PRETO;Sabonete;Higiene;Sim;58;Masculino;37;ONG;3,58934E+12
619597;07/08/2025;quarta-feira;08:00:00;SP;SAO JOSE DOS CAMPOS;Leite em Pó;Alimentação;Sim;31;Masculino;16;ONG;3,39156E+13
619597;07/08/2025;quarta-feira;08:00:00;SP;SAO JOSE DOS CAMPOS;Leite em Pó;Alimentação;Sim;65;Feminino;4;ONG;3,39156E+13
619620;07/08/2025;quarta-feira;10:00:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;74;Masculino;18;ONG;1,20784E+13
619620;07/08/2025;quarta-feira;10:00:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;70;Masculino;42;ONG;1,20784E+13
619637;07/08/2025;quarta-feira;07:50:00;SP;LINS;Lençois;Itens de Casa;Não;40;Masculino;49;ONG;6,22076E+13
619637;07/08/2025;quarta-feira;07:50:00;SP;LINS;Lençois;Itens de Casa;Não;45;Feminino;13;ONG;6,22076E+13
619637;07/08/2025;quarta-feira;07:50:00;SP;LINS;Lençois;Itens de Casa;Não;29;Feminino;6;ONG;6,22076E+13
619646;07/08/2025;quarta-feira;11:50:00;SP;JACAREI;Camisa Manga Longa;Roupa;Não;46;Masculino;7;ONG;7,41645E+12
619689;07/08/2025;quarta-feira;16:20:00;SP;BRAGANCA PAULISTA;Sapatos;Sapatos;Não;58;Masculino;10;ONG;5,15227E+13
619689;07/08/2025;quarta-feira;16:20:00;SP;BRAGANCA PAULISTA;Sapatos;Sapatos;Não;54;Feminino;23;ONG;5,15227E+13
619692;07/08/2025;quarta-feira;17:20:00;SP;GUARULHOS;Fralda;Higiene;Sim;38;Feminino;19;ONG;1,20784E+13
619692;07/08/2025;quarta-feira;17:20:00;SP;GUARULHOS;Fralda;Higiene;Sim;51;Feminino;13;ONG;1,20784E+13
619722;07/08/2025;quarta-feira;19:30:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;75;Masculino;45;ONG;1,20784E+13
619722;07/08/2025;quarta-feira;19:30:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;47;Masculino;17;ONG;1,20784E+13
619724;07/08/2025;quarta-feira;19:20:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Não;20;Masculino;27;ONG;4,17847E+12
619724;07/08/2025;quarta-feira;19:20:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Não;54;Masculino;7;ONG;4,17847E+12
619724;07/08/2025;quarta-feira;19:20:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Não;34;Masculino;46;ONG;4,17847E+12
619724;07/08/2025;quarta-feira;19:20:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Não;49;Masculino;1;ONG;4,17847E+12
619724;07/08/2025;quarta-feira;19:20:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Não;73;Masculino;28;ONG;4,17847E+12
619724;07/08/2025;quarta-feira;19:20:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Não;44;Feminino;38;ONG;4,17847E+12
619768;08/08/2025;quinta-feira;00:00:00;SP;GUARULHOS;Escova de Dentes Adulto;Objetos;Sim;69;Masculino;9;ONG;1,20784E+13
619773;08/08/2025;quinta-feira;00:25:00;SP;TAUBATE;Sabonete;Higiene;Não;39;Masculino;9;ONG;5,43387E+13
619773;08/08/2025;quinta-feira;00:25:00;SP;TAUBATE;Sabonete;Higiene;Não;16;Feminino;24;ONG;5,43387E+13
619786;08/08/2025;quinta-feira;04:40:00;SP;MIRACATU;Escova de Dentes Adulto;Objetos;Não;35;Masculino;8;ONG;6,16012E+13
619809;08/08/2025;quinta-feira;07:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;67;Masculino;47;ONG;5,07877E+13
619809;08/08/2025;quinta-feira;07:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;56;Masculino;35;ONG;5,07877E+13
619809;08/08/2025;quinta-feira;07:30:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;67;Feminino;32;ONG;5,07877E+13
619821;06/08/2025;terça-feira;22:50:00;SP;MIRACATU;Escova de Dentes Infantil;Higiene;Não;26;Masculino;31;ONG;6,16012E+13
619823;08/08/2025;quinta-feira;08:00:00;SP;SAO JOSE DO RIO PRETO;Camisa Manga Longa;Roupa;Não;19;Masculino;39;ONG;3,58934E+12
619823;08/08/2025;quinta-feira;08:00:00;SP;SAO JOSE DO RIO PRETO;Camisa Manga Longa;Roupa;Não;65;Feminino;1;ONG;3,58934E+12
619825;08/08/2025;quinta-feira;08:00:00;SP;SAO JOSE DOS CAMPOS;Papel Higiênico;Higiene;Não;65;Masculino;47;ONG;3,39156E+13
619846;08/08/2025;quinta-feira;12:20:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;16;Feminino;12;ONG;1,20784E+13
619846;08/08/2025;quinta-feira;12:20:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;36;Masculino;37;ONG;1,20784E+13
619854;08/08/2025;quinta-feira;12:20:00;SP;CACAPAVA;Fralda;Higiene;Não;55;Feminino;2;ONG;8,37931E+12
619854;08/08/2025;quinta-feira;12:20:00;SP;CACAPAVA;Fralda;Higiene;Não;70;Masculino;33;ONG;8,37931E+12
619911;08/08/2025;quinta-feira;18:30:00;SP;GUARULHOS;Papel Higiênico;Higiene;Não;75;Masculino;46;ONG;1,20784E+13
619934;08/08/2025;quinta-feira;19:40:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Não;38;Masculino;48;ONG;4,17847E+12
619934;08/08/2025;quinta-feira;19:40:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Não;59;Masculino;11;ONG;4,17847E+12
619938;08/08/2025;quinta-feira;19:40:00;SP;JOSE BONIFACIO;Lençois;Itens de Casa;Sim;44;Feminino;43;ONG;3,4145E+13
619938;08/08/2025;quinta-feira;19:40:00;SP;JOSE BONIFACIO;Lençois;Itens de Casa;Sim;23;Masculino;7;ONG;3,4145E+13
619938;08/08/2025;quinta-feira;19:40:00;SP;JOSE BONIFACIO;Lençois;Itens de Casa;Sim;43;Masculino;2;ONG;3,4145E+13
619939;08/08/2025;quinta-feira;19:15:00;SP;ARUJA;Sabonete;Higiene;Sim;18;Masculino;4;ONG;2,69623E+13
619967;08/08/2025;quinta-feira;23:00:00;SP;ARUJA;Camisa Manga Longa;Roupa;Sim;58;Masculino;47;ONG;2,69623E+13
619967;08/08/2025;quinta-feira;23:00:00;SP;ARUJA;Camisa Manga Longa;Roupa;Sim;33;Masculino;24;ONG;2,69623E+13
619970;08/08/2025;quinta-feira;22:15:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;62;Feminino;27;ONG;5,07877E+13
619970;08/08/2025;quinta-feira;22:15:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;27;Feminino;43;ONG;5,07877E+13
619990;09/08/2025;sexta-feira;03:30:00;SP;PINDAMONHANGABA;Sabonete;Higiene;Não;60;Feminino;12;ONG;1,68046E+12
619990;09/08/2025;sexta-feira;03:30:00;SP;PINDAMONHANGABA;Sabonete;Higiene;Não;54;Masculino;12;ONG;1,68046E+12
620001;09/08/2025;sexta-feira;06:40:00;SP;EMBU DAS ARTES;Camisa Manga Longa;Roupa;Sim;32;Masculino;16;ONG;4,68773E+13
620001;09/08/2025;sexta-feira;06:40:00;SP;EMBU DAS ARTES;Camisa Manga Longa;Roupa;Sim;66;Masculino;46;ONG;4,68773E+13
620012;09/08/2025;sexta-feira;07:50:00;SP;SAO JOSE DOS CAMPOS;Camisa Manga Longa;Roupa;Não;66;Feminino;7;ONG;3,39156E+13
620012;09/08/2025;sexta-feira;07:50:00;SP;SAO JOSE DOS CAMPOS;Camisa Manga Longa;Roupa;Não;37;Masculino;9;ONG;3,39156E+13
620019;09/08/2025;sexta-feira;08:08:00;SP;SAO JOSE DO RIO PRETO;Camisa Manga Longa;Roupa;Sim;33;Masculino;24;ONG;3,58934E+12
620019;09/08/2025;sexta-feira;08:08:00;SP;SAO JOSE DO RIO PRETO;Camisa Manga Longa;Roupa;Sim;38;Masculino;4;ONG;3,58934E+12
620063;09/08/2025;sexta-feira;11:00:00;SP;CAJATI;Papel Higiênico;Higiene;Sim;63;Masculino;25;ONG;3,64319E+12
620063;09/08/2025;sexta-feira;11:00:00;SP;CAJATI;Papel Higiênico;Higiene;Sim;46;Masculino;2;ONG;3,64319E+12
620063;09/08/2025;sexta-feira;11:00:00;SP;CAJATI;Papel Higiênico;Higiene;Sim;55;Feminino;13;ONG;3,64319E+12
620063;09/08/2025;sexta-feira;11:00:00;SP;CAJATI;Papel Higiênico;Higiene;Sim;16;Masculino;48;ONG;3,64319E+12
620063;09/08/2025;sexta-feira;11:00:00;SP;CAJATI;Papel Higiênico;Higiene;Sim;35;Feminino;46;ONG;3,64319E+12
620063;09/08/2025;sexta-feira;11:00:00;SP;CAJATI;Papel Higiênico;Higiene;Sim;58;Masculino;46;ONG;3,64319E+12
620063;09/08/2025;sexta-feira;11:00:00;SP;CAJATI;Papel Higiênico;Higiene;Sim;67;Masculino;32;ONG;3,64319E+12
620085;09/08/2025;sexta-feira;14:40:00;SP;UBATUBA;Camisa Manga Longa;Roupa;Sim;71;Feminino;31;ONG;7,17262E+12
620085;09/08/2025;sexta-feira;14:40:00;SP;UBATUBA;Camisa Manga Longa;Roupa;Sim;15;Feminino;19;ONG;7,17262E+12
620090;09/08/2025;sexta-feira;14:30:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;15;Masculino;48;ONG;1,20784E+13
620090;09/08/2025;sexta-feira;14:30:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;67;Masculino;6;ONG;1,20784E+13
620124;09/08/2025;sexta-feira;18:00:00;SP;ITAPECERICA DA SERRA;Escova de Dentes Adulto;Objetos;Sim;63;Masculino;10;ONG;6,10041E+13
620126;09/08/2025;sexta-feira;17:45:00;SP;MAIRIPORA;Papel Higiênico;Higiene;Não;43;Masculino;42;ONG;5,89764E+13
620147;09/08/2025;sexta-feira;19:30:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;50;Feminino;34;ONG;1,20784E+13
620147;09/08/2025;sexta-feira;19:30:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;21;Feminino;38;ONG;1,20784E+13
620168;09/08/2025;sexta-feira;15:50:00;SP;BARRA DO TURVO;Cobertos;Itens de Casa;Não;59;Masculino;42;ONG;6,02949E+12
620181;09/08/2025;sexta-feira;22:00:00;SP;ITAPECERICA DA SERRA;Camisa Manga Longa;Roupa;Não;22;Masculino;18;ONG;6,10041E+13
620197;09/08/2025;sexta-feira;22:30:00;SP;MIRACATU;Sabonete;Higiene;Não;63;Masculino;43;ONG;6,16012E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;35;Feminino;37;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;20;Masculino;39;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;52;Feminino;31;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;63;Feminino;48;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;28;Feminino;17;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;49;Masculino;35;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;49;Feminino;24;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;36;Masculino;32;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;42;Masculino;21;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;58;Masculino;2;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;72;Feminino;8;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;21;Masculino;4;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;29;Feminino;1;ONG;5,15227E+13
620201;09/08/2025;sexta-feira;21:45:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;17;Masculino;42;ONG;5,15227E+13
620221;10/08/2025;sábado;02:05:00;SP;NOVA GRANADA;Escova de Dentes Adulto;Objetos;Não;34;Feminino;10;ONG;1,10882E+13
620221;10/08/2025;sábado;02:05:00;SP;NOVA GRANADA;Escova de Dentes Adulto;Objetos;Não;39;Masculino;1;ONG;1,10882E+13
620223;10/08/2025;sábado;02:45:00;SP;UBATUBA;Escova de Dentes Adulto;Objetos;Sim;74;Masculino;18;ONG;7,17262E+12
620224;10/08/2025;sábado;02:27:00;SP;CANAS;Camisa Manga Longa;Roupa;Não;59;Masculino;15;ONG;5,77411E+13
620224;10/08/2025;sábado;02:27:00;SP;CANAS;Camisa Manga Longa;Roupa;Não;25;Masculino;49;ONG;5,77411E+13
620224;10/08/2025;sábado;02:27:00;SP;CANAS;Camisa Manga Longa;Roupa;Não;18;Masculino;13;ONG;5,77411E+13
620224;10/08/2025;sábado;02:27:00;SP;CANAS;Camisa Manga Longa;Roupa;Não;43;Feminino;2;ONG;5,77411E+13
620239;10/08/2025;sábado;04:10:00;SP;GUARATINGUETA;Papel Higiênico;Higiene;Sim;53;Masculino;25;ONG;5,45371E+13
620239;10/08/2025;sábado;04:10:00;SP;GUARATINGUETA;Papel Higiênico;Higiene;Sim;59;Feminino;24;ONG;5,45371E+13
620239;10/08/2025;sábado;04:10:00;SP;GUARATINGUETA;Papel Higiênico;Higiene;Sim;22;Feminino;23;ONG;5,45371E+13
620239;10/08/2025;sábado;04:10:00;SP;GUARATINGUETA;Papel Higiênico;Higiene;Sim;23;Feminino;34;ONG;5,45371E+13
620258;10/08/2025;sábado;06:38:00;SP;GUARULHOS;Fralda;Higiene;Sim;74;Masculino;13;ONG;1,20784E+13
620260;10/08/2025;sábado;04:40:00;SP;LORENA;Lenço Umedecido;Higiene;Não;56;Masculino;5;ONG;7,44741E+12
620260;10/08/2025;sábado;04:40:00;SP;LORENA;Lenço Umedecido;Higiene;Não;64;Feminino;26;ONG;7,44741E+12
620285;10/08/2025;sábado;07:30:00;SP;APARECIDA;Sabonete;Higiene;Sim;15;Feminino;38;ONG;4,39986E+13
620285;10/08/2025;sábado;07:30:00;SP;APARECIDA;Sabonete;Higiene;Sim;40;Masculino;13;ONG;4,39986E+13
620293;10/08/2025;sábado;08:40:00;SP;MIRACATU;Sapatos;Sapatos;Não;61;Masculino;29;ONG;6,16012E+13
620310;10/08/2025;sábado;10:50:00;SP;MAIRIPORA;Papel Higiênico;Higiene;Não;55;Masculino;14;ONG;5,89764E+13
620310;10/08/2025;sábado;10:50:00;SP;MAIRIPORA;Papel Higiênico;Higiene;Não;72;Masculino;4;ONG;5,89764E+13
